id,date,kind,amount_cents,merchant,category,account_id,city,method,recurring,description
TX-005871,2025-05-09,expense,2844,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005768,2025-05-10,expense,39900,Telefonía Móvil,Servicios,checking,Monterrey,SPEI,1,Servicios · Telefonía Móvil
TX-005872,2025-05-10,expense,1861,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005873,2025-05-10,expense,4065,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005874,2025-05-10,expense,6727,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005875,2025-05-10,expense,5163,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005876,2025-05-10,expense,5015,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005877,2025-05-10,expense,3370,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005878,2025-05-10,expense,1391,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005879,2025-05-10,expense,2814,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005880,2025-05-10,expense,3378,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005881,2025-05-10,expense,2537,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005882,2025-05-10,expense,6168,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005883,2025-05-10,expense,506,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005884,2025-05-10,expense,794,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005885,2025-05-11,expense,3765,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005886,2025-05-11,expense,3846,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005887,2025-05-11,expense,3929,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005888,2025-05-11,expense,1794,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005889,2025-05-11,expense,1769,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005890,2025-05-11,expense,1382,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005891,2025-05-11,expense,1582,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005892,2025-05-11,expense,2344,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005893,2025-05-11,expense,2874,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005894,2025-05-11,expense,2372,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005895,2025-05-11,expense,1793,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005896,2025-05-11,expense,796,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005769,2025-05-12,expense,24900,Video Plus,Suscripciones,checking,Monterrey,SPEI,1,Suscripciones · Video Plus
TX-005897,2025-05-12,expense,8110,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005898,2025-05-12,expense,2797,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005899,2025-05-12,expense,4065,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005900,2025-05-12,expense,3702,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005901,2025-05-12,expense,2704,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005902,2025-05-12,expense,2964,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005903,2025-05-12,expense,6288,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005904,2025-05-12,expense,2723,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005905,2025-05-12,expense,3315,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005906,2025-05-12,expense,4766,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005907,2025-05-12,expense,1157,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005908,2025-05-12,expense,677,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005909,2025-05-12,expense,3253,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005910,2025-05-13,expense,1985,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005911,2025-05-13,expense,6350,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005912,2025-05-13,expense,3638,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005913,2025-05-13,expense,5789,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005914,2025-05-13,expense,1768,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005915,2025-05-13,expense,3060,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005916,2025-05-13,expense,3510,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005917,2025-05-13,expense,1574,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005918,2025-05-13,expense,2775,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005919,2025-05-13,expense,4258,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005920,2025-05-13,expense,2260,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005921,2025-05-13,expense,1619,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005770,2025-05-14,expense,12900,Música Premium,Suscripciones,checking,Monterrey,SPEI,1,Suscripciones · Música Premium
TX-005922,2025-05-14,expense,1287,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005923,2025-05-14,expense,2314,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005924,2025-05-14,expense,2897,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005925,2025-05-14,expense,1291,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005926,2025-05-14,expense,472,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005927,2025-05-14,expense,3635,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005928,2025-05-14,expense,1843,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005929,2025-05-14,expense,1382,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005930,2025-05-14,expense,611,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005931,2025-05-14,expense,1222,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005932,2025-05-14,expense,3697,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005761,2025-05-15,income,1810000,Norte Digital · nómina,Nómina,checking,Monterrey,SPEI,1,Nómina · Norte Digital · nómina
TX-005933,2025-05-15,expense,807,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005934,2025-05-15,expense,3215,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005935,2025-05-15,expense,2449,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005936,2025-05-15,expense,1978,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005937,2025-05-15,expense,1463,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005938,2025-05-15,expense,4440,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005939,2025-05-15,expense,8506,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005940,2025-05-15,expense,4348,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005941,2025-05-15,expense,4136,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005942,2025-05-15,expense,5845,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005943,2025-05-15,expense,5702,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005944,2025-05-15,expense,2522,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-005945,2025-05-15,expense,1742,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005946,2025-05-15,expense,4724,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005947,2025-05-16,expense,2020,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005948,2025-05-16,expense,4293,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005949,2025-05-16,expense,6271,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005950,2025-05-16,expense,5597,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005951,2025-05-16,expense,4160,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005952,2025-05-16,expense,2280,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005953,2025-05-16,expense,3899,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005954,2025-05-16,expense,2145,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005955,2025-05-16,expense,696,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005956,2025-05-16,expense,837,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005957,2025-05-17,expense,4131,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005958,2025-05-17,expense,8918,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005959,2025-05-17,expense,4222,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005960,2025-05-17,expense,1834,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005961,2025-05-17,expense,2610,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005962,2025-05-17,expense,4863,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005963,2025-05-17,expense,711,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005964,2025-05-17,expense,1715,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005965,2025-05-17,expense,5470,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005966,2025-05-17,expense,1620,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005967,2025-05-17,expense,1858,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005968,2025-05-17,expense,3730,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-005771,2025-05-18,expense,4900,Almacenamiento Cloud,Suscripciones,checking,Monterrey,SPEI,1,Suscripciones · Almacenamiento Cloud
TX-005969,2025-05-18,expense,2253,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005970,2025-05-18,expense,5240,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005971,2025-05-18,expense,5062,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005972,2025-05-18,expense,5690,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005973,2025-05-18,expense,4034,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005974,2025-05-18,expense,3816,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005975,2025-05-18,expense,767,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005976,2025-05-18,expense,2996,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-005977,2025-05-18,expense,4043,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005978,2025-05-18,expense,580,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005979,2025-05-18,expense,608,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005980,2025-05-19,expense,5946,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005981,2025-05-19,expense,8971,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005982,2025-05-19,expense,3461,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005983,2025-05-19,expense,2881,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005984,2025-05-19,expense,2405,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005985,2025-05-19,expense,3124,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005986,2025-05-19,expense,790,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005987,2025-05-19,expense,1507,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-005988,2025-05-19,expense,4085,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005989,2025-05-19,expense,8489,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005772,2025-05-20,expense,59900,Gimnasio Activo,Salud,checking,Monterrey,SPEI,1,Salud · Gimnasio Activo
TX-005990,2025-05-20,expense,4715,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005991,2025-05-20,expense,2218,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-005992,2025-05-20,expense,3938,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-005993,2025-05-20,expense,5539,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005994,2025-05-20,expense,2664,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-005995,2025-05-20,expense,755,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005996,2025-05-20,expense,3893,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-005997,2025-05-20,expense,5324,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-005998,2025-05-20,expense,666,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-005999,2025-05-20,expense,1927,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-006000,2025-05-21,expense,3842,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-006001,2025-05-21,expense,5934,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006002,2025-05-21,expense,2929,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-006003,2025-05-21,expense,3206,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006004,2025-05-21,expense,473,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-006005,2025-05-21,expense,410,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-006006,2025-05-21,expense,3706,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006007,2025-05-21,expense,3100,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-006008,2025-05-21,expense,2011,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-005763,2025-05-22,income,590300,Estudio Horizonte · proyecto,Freelance,checking,Monterrey,SPEI,0,Freelance · Estudio Horizonte · proyecto
TX-006009,2025-05-22,expense,6969,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006010,2025-05-22,expense,734,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-006011,2025-05-22,expense,1030,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006012,2025-05-22,expense,1521,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-006013,2025-05-22,expense,2558,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006014,2025-05-22,expense,5062,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006015,2025-05-22,expense,4784,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-006016,2025-05-22,expense,3845,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006017,2025-05-22,expense,2112,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006018,2025-05-22,expense,1323,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006019,2025-05-22,expense,3716,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006020,2025-05-22,expense,7353,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006021,2025-05-22,expense,1972,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-006022,2025-05-23,expense,1968,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-006023,2025-05-23,expense,6345,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006024,2025-05-23,expense,4349,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006025,2025-05-23,expense,509,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-006026,2025-05-23,expense,7734,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006027,2025-05-23,expense,5757,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-006028,2025-05-23,expense,1863,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006029,2025-05-23,expense,5453,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006030,2025-05-23,expense,574,Metro Monterrey,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Metro Monterrey
TX-006031,2025-05-23,expense,934,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006032,2025-05-23,expense,3893,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-006033,2025-05-24,expense,1289,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006034,2025-05-24,expense,3265,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-006035,2025-05-24,expense,1984,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006036,2025-05-24,expense,1631,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-006037,2025-05-24,expense,3135,Cine Alameda,Entretenimiento,checking,Monterrey,Tarjeta de débito,0,Entretenimiento · Cine Alameda
TX-006038,2025-05-24,expense,1538,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006039,2025-05-24,expense,2182,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006040,2025-05-24,expense,4932,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006041,2025-05-24,expense,1883,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
TX-006042,2025-05-24,expense,5434,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006043,2025-05-24,expense,3076,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006044,2025-05-24,expense,5832,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-005774,2025-05-25,expense,180000,Tarjeta Clásica · pago,Créditos,checking,Monterrey,SPEI,1,Créditos · Tarjeta Clásica · pago
TX-006045,2025-05-25,expense,4439,Taquería El Norte,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Taquería El Norte
TX-006046,2025-05-25,expense,4727,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-006047,2025-05-25,expense,2693,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006048,2025-05-25,expense,2210,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-006049,2025-05-25,expense,1825,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006050,2025-05-25,expense,1260,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-006051,2025-05-25,expense,1969,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006052,2025-05-25,expense,7275,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006053,2025-05-25,expense,1778,Panadería Aurora,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Panadería Aurora
TX-006054,2025-05-25,expense,1853,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-006055,2025-05-26,expense,5432,Mercado Central,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Mercado Central
TX-006056,2025-05-26,expense,8071,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006057,2025-05-26,expense,3197,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006058,2025-05-26,expense,5361,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006059,2025-05-26,expense,3249,Súper Barrio,Supermercado,checking,Monterrey,Tarjeta de débito,0,Supermercado · Súper Barrio
TX-006060,2025-05-26,expense,3271,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006061,2025-05-26,expense,3311,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-006062,2025-05-26,expense,1816,Librería Horizonte,Educación,checking,Monterrey,Tarjeta de débito,0,Educación · Librería Horizonte
TX-006063,2025-05-26,expense,3355,Movilidad Urbana,Transporte,checking,Monterrey,Tarjeta de débito,0,Transporte · Movilidad Urbana
TX-006064,2025-05-26,expense,3772,Café del Parque,Alimentos,checking,Monterrey,Tarjeta de débito,0,Alimentos · Café del Parque
TX-006065,2025-05-26,expense,2732,Tienda Digital,Compras,checking,Monterrey,Tarjeta de débito,0,Compras · Tienda Digital
TX-006066,2025-05-27,expense,4031,Mundo Mascota,Mascotas,checking,Monterrey,Tarjeta de débito,0,Mascotas · Mundo Mascota
TX-006067,2025-05-27,expense,2952,Farmacia del Valle,Salud,checking,Monterrey,Tarjeta de débito,0,Salud · Farmacia del Valle
